user_id,collection_id,competency_code
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,1184017f-0020-4dd0-b021-1fd8c6b8451f,K12.ELA-ELA8-RL-04
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,1184017f-0020-4dd0-b021-1fd8c6b8451f,K12.ELA-ELA8-RL-01
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,24a13984-4876-4693-b6f0-e0d90741d887,K12.ELA-ELA8-RL-06
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,24a13984-4876-4693-b6f0-e0d90741d887,K12.ELA-ELA8-RL-04
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,31eac90a-e509-4536-8456-d42e081f7379,K12.ELA-ELA8-RL-04
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,31eac90a-e509-4536-8456-d42e081f7379,K12.ELA-ELA8-RL-05
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,34409450-16a4-4ca6-b4df-2ff6101eab57,K12.ELA-ELA8-RL-02
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,34409450-16a4-4ca6-b4df-2ff6101eab57,K12.ELA-ELA8-RL-01
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,47d89ce5-f6ac-4f90-8b5c-b9bab4cc6c07,K12.ELA-ELA8-RL-04
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,47d89ce5-f6ac-4f90-8b5c-b9bab4cc6c07,K12.ELA-ELA8-RL-05
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,58ab526f-bbe3-4d5f-b181-5ab0d8c68798,K12.ELA-ELA8-RL-09
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,58ab526f-bbe3-4d5f-b181-5ab0d8c68798,K12.ELA-ELA8-RL-02
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,a1de9443-a7c1-4ed7-9f33-0d28f649443c,K12.ELA-ELA8-RL-01
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,a1de9443-a7c1-4ed7-9f33-0d28f649443c,K12.ELA-ELA8-RL-04
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,bce5f139-bead-4070-98a9-24e7e81c30a6,K12.ELA-ELA8-RL-08
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,bce5f139-bead-4070-98a9-24e7e81c30a6,K12.ELA-ELA8-RL-01
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,bce5f139-bead-4070-98a9-24e7e81c30a6,K12.ELA-ELA8-RL-02
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,c03f27ca-8e6a-45dc-870d-98ea6af76073,K12.ELA-ELA8-RL-04
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,c03f27ca-8e6a-45dc-870d-98ea6af76073,K12.ELA-ELA8-RL-01
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,c03f27ca-8e6a-45dc-870d-98ea6af76073,K12.ELA-ELA8-RL-02
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,c03f27ca-8e6a-45dc-870d-98ea6af76073,K12.ELA-ELA8-RL-03
