user_id,collection_id,competency_code
004522a0-3caf-4d49-930d-6483f00283ac,37d206b8-97b3-4f7b-b2de-5e7f97e58c7b,K12.MA-MA3-MD-C.03.02
004522a0-3caf-4d49-930d-6483f00283ac,9f061fec-03c8-4f9a-bade-6ba4909513a3,K12.MA-MA3-MD-C.03.02
004522a0-3caf-4d49-930d-6483f00283ac,c9fdd188-0a40-4fd8-abdd-e4a9eaef8d74,K12.MA-MA3-MD-C.03.02
006b01f2-4b4a-4f21-9da3-87b35fcccca3,66bd5c6f-7739-4ef4-8368-afb53c7f8f5f,K12.MA-MA3-MD-C.03.02
00a2911e-3bfe-40c0-a8ff-e579d73800f9,6c3bdeb5-51b0-47f8-be8d-377e54d94ff8,K12.MA-MA3-MD-C.03.02
00a2911e-3bfe-40c0-a8ff-e579d73800f9,6f568662-a2b8-488f-8fe9-359397198940,K12.MA-MA3-MD-C.03.02
01608492-8261-4472-86a2-473a920bb9ba,3313950d-c1b7-46ec-9678-67874dd0e81d,K12.MA-MA3-MD-C.03.02
01608492-8261-4472-86a2-473a920bb9ba,497c7fc7-515b-4900-85a8-b6d2ca4f0b7b,K12.MA-MA3-MD-C.03.02
01608492-8261-4472-86a2-473a920bb9ba,e709d4f0-6a97-4d2c-b25e-a24d3a3086ba,K12.MA-MA3-MD-C.03.02
016dfc4e-9a07-4d4f-b39b-b072d2047346,3313950d-c1b7-46ec-9678-67874dd0e81d,K12.MA-MA3-MD-C.03.02
016dfc4e-9a07-4d4f-b39b-b072d2047346,497c7fc7-515b-4900-85a8-b6d2ca4f0b7b,K12.MA-MA3-MD-C.03.02
01c7efb9-c6db-45d9-b899-bbdf1b3c82af,6c3bdeb5-51b0-47f8-be8d-377e54d94ff8,K12.MA-MA3-MD-C.03.02
01c7efb9-c6db-45d9-b899-bbdf1b3c82af,6f568662-a2b8-488f-8fe9-359397198940,K12.MA-MA3-MD-C.03.02
01c7efb9-c6db-45d9-b899-bbdf1b3c82af,7a5f5a6c-5307-4245-94aa-e4a5a1ef3193,K12.MA-MA3-MD-C.03.02
0224fce4-b459-4265-a4d5-dfb49ced4672,06469cb5-2dee-4db3-b838-40e17d4c4526,K12.MA-MA3-MD-C.03.02
0224fce4-b459-4265-a4d5-dfb49ced4672,4e1f0a0d-16f3-4fe4-9e42-4c7d616277b0,K12.MA-MA3-MD-C.03.02
0224fce4-b459-4265-a4d5-dfb49ced4672,af66c98f-f46a-4c9a-93a8-5f1eefb46ee0,K12.MA-MA3-MD-C.03.02
025948a9-6c78-421e-8bbb-352cee288ecf,3313950d-c1b7-46ec-9678-67874dd0e81d,K12.MA-MA3-MD-C.03.02
025948a9-6c78-421e-8bbb-352cee288ecf,497c7fc7-515b-4900-85a8-b6d2ca4f0b7b,K12.MA-MA3-MD-C.03.02
025948a9-6c78-421e-8bbb-352cee288ecf,e709d4f0-6a97-4d2c-b25e-a24d3a3086ba,K12.MA-MA3-MD-C.03.02
03d3a1a3-17f6-47f6-aee1-37fd18bbe855,66bd5c6f-7739-4ef4-8368-afb53c7f8f5f,K12.MA-MA3-MD-C.03.02
03fb6e7f-de56-4d4f-a8f5-42ff549069ee,103898f1-6fa1-4355-9c7f-6f52ed96a348,K12.MA-MA3-MD-C.03.02
03fb6e7f-de56-4d4f-a8f5-42ff549069ee,4dcde85a-46ab-4f79-951e-a53a075ce8aa,K12.MA-MA3-MD-C.03.02
0508734f-9f03-4c12-a430-d4737ae3629f,06469cb5-2dee-4db3-b838-40e17d4c4526,K12.MA-MA3-MD-C.03.02
0508734f-9f03-4c12-a430-d4737ae3629f,4e1f0a0d-16f3-4fe4-9e42-4c7d616277b0,K12.MA-MA3-MD-C.03.02
0508734f-9f03-4c12-a430-d4737ae3629f,af66c98f-f46a-4c9a-93a8-5f1eefb46ee0,K12.MA-MA3-MD-C.03.02
059f9d97-94ed-48f9-9aea-18ad64925933,6c3bdeb5-51b0-47f8-be8d-377e54d94ff8,K12.MA-MA3-MD-C.03.02
059f9d97-94ed-48f9-9aea-18ad64925933,6f568662-a2b8-488f-8fe9-359397198940,K12.MA-MA3-MD-C.03.02
059f9d97-94ed-48f9-9aea-18ad64925933,7a5f5a6c-5307-4245-94aa-e4a5a1ef3193,K12.MA-MA3-MD-C.03.02
06651df5-c8cb-4b41-94f3-883ea17db138,66bd5c6f-7739-4ef4-8368-afb53c7f8f5f,K12.MA-MA3-MD-C.03.02
06f4d7ee-2177-4aab-ba7a-54898637d44f,66bd5c6f-7739-4ef4-8368-afb53c7f8f5f,K12.MA-MA3-MD-C.03.02
06fc04d6-e971-477c-8999-b3fecf9121f8,06469cb5-2dee-4db3-b838-40e17d4c4526,K12.MA-MA3-MD-C.03.02
06fc04d6-e971-477c-8999-b3fecf9121f8,4e1f0a0d-16f3-4fe4-9e42-4c7d616277b0,K12.MA-MA3-MD-C.03.02
06fc04d6-e971-477c-8999-b3fecf9121f8,af66c98f-f46a-4c9a-93a8-5f1eefb46ee0,K12.MA-MA3-MD-C.03.02
08298b02-77db-4bbe-bc3c-507623029fc1,06469cb5-2dee-4db3-b838-40e17d4c4526,K12.MA-MA3-MD-C.03.02
08298b02-77db-4bbe-bc3c-507623029fc1,4e1f0a0d-16f3-4fe4-9e42-4c7d616277b0,K12.MA-MA3-MD-C.03.02
08298b02-77db-4bbe-bc3c-507623029fc1,af66c98f-f46a-4c9a-93a8-5f1eefb46ee0,K12.MA-MA3-MD-C.03.02
08fc1f9b-e8c8-41e3-8df7-2acf15f57dbd,497c7fc7-515b-4900-85a8-b6d2ca4f0b7b,K12.MA-MA3-MD-C.03.02
08fc1f9b-e8c8-41e3-8df7-2acf15f57dbd,497c7fc7-515b-4900-85a8-b6d2ca4f0b7b,K12.MA-MA3-MD-C.03.02
08fc1f9b-e8c8-41e3-8df7-2acf15f57dbd,e709d4f0-6a97-4d2c-b25e-a24d3a3086ba,K12.MA-MA3-MD-C.03.02
095608fd-0142-4291-8445-288b8927f498,06469cb5-2dee-4db3-b838-40e17d4c4526,K12.MA-MA3-MD-C.03.02
095608fd-0142-4291-8445-288b8927f498,4e1f0a0d-16f3-4fe4-9e42-4c7d616277b0,K12.MA-MA3-MD-C.03.02
095608fd-0142-4291-8445-288b8927f498,af66c98f-f46a-4c9a-93a8-5f1eefb46ee0,K12.MA-MA3-MD-C.03.02
0b21fe38-159b-4764-adc4-16cadaf5bf2c,37d206b8-97b3-4f7b-b2de-5e7f97e58c7b,K12.MA-MA3-MD-C.03.02
