user_id,collection_id,competency_code
01e037c5-ac69-4ce7-adb7-cedfe65489c2,16831c87-6316-4de8-9437-44bb545496a5,K12.MA-A1-A-CED.A.02
01e037c5-ac69-4ce7-adb7-cedfe65489c2,5337f93b-e050-4d0d-b637-0b49ee4152a7,K12.MA-A1-A-CED.A.02
0385c262-d759-4d97-b898-df36f975e310,e698752f-3eef-4253-808b-73a98231b1b3,K12.MA-A1-A-CED.A.02
0635a8a8-43bd-4238-b578-2256fdb47e14,630253b3-536b-43b1-b610-c168324b850a,K12.MA-A1-A-CED.A.01
0635a8a8-43bd-4238-b578-2256fdb47e14,f8e68eea-348c-45bf-8f4e-38dd9a803d0e,K12.MA-A1-A-CED.A.01
06bf819d-6d40-4196-8065-b16736e7c30c,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
06f4d7ee-2177-4aab-ba7a-54898637d44f,05dcaef1-60de-4514-84f0-2d2fb7e17ade,K12.MA-A1-A-CED.A.02
06f4d7ee-2177-4aab-ba7a-54898637d44f,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
06f4d7ee-2177-4aab-ba7a-54898637d44f,f6006eaf-6903-46ee-a267-f6b6920803cb,K12.MA-A1-A-CED.A.02
07e1b90b-5876-4623-bfd4-e3fa39b0ab6a,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
0aff6747-143f-40a6-9e3f-6a51ad0b1365,832d633f-04a2-485d-9d0b-b45da97494db,K12.MA-A1-A-CED.A.01
0aff6747-143f-40a6-9e3f-6a51ad0b1365,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
0bf1ec25-e377-4f80-8e33-fd286aa44e28,0c3439ff-954d-4cdc-90f7-17324d2b1472,K12.MA-A1-A-CED.A.02
0bf1ec25-e377-4f80-8e33-fd286aa44e28,16dd4f12-ec31-4e60-ab1f-158633f82742,K12.MA-A1-A-CED.A.01
0bf1ec25-e377-4f80-8e33-fd286aa44e28,16efe694-a195-405d-942f-04ab8023239a,K12.MA-A1-A-CED.A.01
0bf1ec25-e377-4f80-8e33-fd286aa44e28,52032db5-8908-4dbb-91e0-8e463cabd3ee,K12.MA-A1-A-CED.A.02
0bf1ec25-e377-4f80-8e33-fd286aa44e28,58215aef-2671-4d91-add6-b6746f591105,K12.MA-A1-A-CED.A.01
0bf1ec25-e377-4f80-8e33-fd286aa44e28,58215aef-2671-4d91-add6-b6746f591105,K12.MA-A1-A-CED.A.02
0bf1ec25-e377-4f80-8e33-fd286aa44e28,5bceb7f6-6e05-4200-957d-1caa13f8e455,K12.MA-A1-A-CED.A.02
0bf1ec25-e377-4f80-8e33-fd286aa44e28,68133945-85a5-4d50-9f0d-347d2c8f1e05,K12.MA-A1-A-CED.A.01
0bf1ec25-e377-4f80-8e33-fd286aa44e28,e1f8fb1a-c955-4829-b1cb-1048298459db,K12.MA-A1-A-CED.A.02
0cad4d57-76f1-4181-93f3-dc6d20343dfd,832d633f-04a2-485d-9d0b-b45da97494db,K12.MA-A1-A-CED.A.01
0cad4d57-76f1-4181-93f3-dc6d20343dfd,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
0f6b49dc-b0c7-48d2-ac52-67907ede7982,f6006eaf-6903-46ee-a267-f6b6920803cb,K12.MA-A1-A-CED.A.02
0fd82742-9ba9-4fdf-b93c-0e284cb7feff,05dcaef1-60de-4514-84f0-2d2fb7e17ade,K12.MA-A1-A-CED.A.02
0fd82742-9ba9-4fdf-b93c-0e284cb7feff,d9d5eb85-5fa7-4c94-b7c6-34bbecfb6c59,K12.MA-A1-A-CED.A.02
0fd82742-9ba9-4fdf-b93c-0e284cb7feff,f6006eaf-6903-46ee-a267-f6b6920803cb,K12.MA-A1-A-CED.A.02
1287e2e5-c791-480d-9def-73bed8061647,0c68f87f-e568-4e23-b8e4-1f7465affb82,K12.MA-A1-A-CED.A.01
13443a06-ebd4-42ab-b14d-375a6a6a2947,832d633f-04a2-485d-9d0b-b45da97494db,K12.MA-A1-A-CED.A.01
15f1169b-f8d9-42e1-b934-baa86dcb9083,3dcff42a-05e8-45ea-988e-70a5e3543083,K12.MA-A1-A-CED.A.01
15f1169b-f8d9-42e1-b934-baa86dcb9083,80ba049e-1ab1-4ce9-90b0-b2af0c1e830c,K12.MA-A1-A-CED.A.01
15f1169b-f8d9-42e1-b934-baa86dcb9083,832d633f-04a2-485d-9d0b-b45da97494db,K12.MA-A1-A-CED.A.01
165981f4-0bf0-495e-b9fd-f8eff5c3c754,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
172404fa-d36f-4166-a582-887b5b99c68e,5bceb7f6-6e05-4200-957d-1caa13f8e455,K12.MA-A1-A-CED.A.02
172404fa-d36f-4166-a582-887b5b99c68e,e1f8fb1a-c955-4829-b1cb-1048298459db,K12.MA-A1-A-CED.A.02
18779bf8-4d99-487d-bbcc-9a27af6bbb96,c1722590-308e-428f-8096-2a609050fcfb,K12.MA-A1-A-CED.A.02
18c8fd9b-5940-4846-8a0c-1129b70bb85d,0d584f29-0fd5-4165-a88e-fed172e87aa4,K12.MA-A1-A-CED.A.03
