user_id,competency_code,status,total_time_spent,avg_time_spent,count,average_score,total_score,total_num_attempts
79f0e90a-8f8b-4d49-bd26-47cfd9fe3da8,K12.MA-A1-NQ-Q.A.01,in_progress,130000,130000,1,0,0,1
79f0e90a-8f8b-4d49-bd26-47cfd9fe3da8,K12.MA-A1-NQ-Q.A.02,in_progress,130000,130000,1,0,0,1
7eb13860-9fc7-462f-a1bf-c67e181d2da7,K12.MA-A1-NQ-Q.A.01,in_progress,56000,56000,1,0,0,1
7eb13860-9fc7-462f-a1bf-c67e181d2da7,K12.MA-A1-NQ-Q.A.02,in_progress,56000,56000,1,0,0,1
7eb13860-9fc7-462f-a1bf-c67e181d2da7,K12.MA-A1-NQ-Q.A.03,in_progress,56000,56000,1,0,0,1
7f9426be-f19c-48a9-b1c7-69d72e6ec7d1,K12.MA-A1-NQ-Q.A.03,in_progress,108000,108000,1,0,0,1
7f9426be-f19c-48a9-b1c7-69d72e6ec7d1,K12.MA-A1-NQ-Q.A.02,in_progress,108000,108000,1,0,0,1
7f9426be-f19c-48a9-b1c7-69d72e6ec7d1,K12.MA-A1-NQ-Q.A.01,in_progress,108000,108000,1,0,0,1
9df956b3-f5c2-44f7-822b-17659c4c2317,K12.MA-A1-NQ-Q.A.02,in_progress,783000,783000,1,0,0,1
9df956b3-f5c2-44f7-822b-17659c4c2317,K12.MA-A1-NQ-Q.A.03,in_progress,783000,783000,1,0,0,1
9df956b3-f5c2-44f7-822b-17659c4c2317,K12.MA-A1-NQ-Q.A.01,in_progress,783000,783000,1,0,0,1
a18bae22-cadf-4642-bc2e-0de781598cab,K12.MA-A1-NQ-Q.A.01,in_progress,115000,115000,1,0,0,1
a18bae22-cadf-4642-bc2e-0de781598cab,K12.MA-A1-NQ-Q.A.03,in_progress,115000,115000,1,0,0,1
a18bae22-cadf-4642-bc2e-0de781598cab,K12.MA-A1-NQ-Q.A.02,in_progress,115000,115000,1,0,0,1
aafbde54-c678-499d-8939-cbbd990cb226,K12.MA-A1-NQ-Q.A.01,in_progress,68000,68000,1,0,0,1
aafbde54-c678-499d-8939-cbbd990cb226,K12.MA-A1-NQ-Q.A.03,in_progress,68000,68000,1,0,0,1
aafbde54-c678-499d-8939-cbbd990cb226,K12.MA-A1-NQ-Q.A.02,in_progress,68000,68000,1,0,0,1
b2f9f56b-8cbb-4253-80fe-e8c6896435c8,K12.MA-A1-NQ-Q.A.02,in_progress,214000,214000,1,66.67,66.67,4
b2f9f56b-8cbb-4253-80fe-e8c6896435c8,K12.MA-A1-NQ-Q.A.01,in_progress,214000,214000,1,66.67,66.67,4
b2f9f56b-8cbb-4253-80fe-e8c6896435c8,K12.MA-A1-NQ-Q.A.03,in_progress,214000,214000,1,66.67,66.67,4
c0db9cec-f028-48ae-94c4-223ddc7cd0a1,K12.MA-A1-NQ-Q.A.03,in_progress,32000,32000,1,0,0,1
c0db9cec-f028-48ae-94c4-223ddc7cd0a1,K12.MA-A1-NQ-Q.A.01,in_progress,32000,32000,1,0,0,1
c0db9cec-f028-48ae-94c4-223ddc7cd0a1,K12.MA-A1-NQ-Q.A.02,in_progress,32000,32000,1,0,0,1
c99e8041-aa46-4620-aa7a-87316998667e,K12.MA-A1-NQ-Q.A.03,in_progress,27000,27000,1,0,0,1
c99e8041-aa46-4620-aa7a-87316998667e,K12.MA-A1-NQ-Q.A.01,in_progress,27000,27000,1,0,0,1
c99e8041-aa46-4620-aa7a-87316998667e,K12.MA-A1-NQ-Q.A.02,in_progress,27000,27000,1,0,0,1
e8a409f5-7fd9-4027-8955-3eda9322413f,K12.MA-A1-NQ-Q.A.02,in_progress,200000,66666.6666666667,3,35.5566666667,106.67,3
e8a409f5-7fd9-4027-8955-3eda9322413f,K12.MA-A1-NQ-Q.A.01,in_progress,200000,66666.6666666667,3,35.5566666667,106.67,3
e8a409f5-7fd9-4027-8955-3eda9322413f,K12.MA-A1-NQ-Q.A.03,in_progress,200000,66666.6666666667,3,35.5566666667,106.67,3
eae5d7f3-7c9e-49c1-b988-feb9cbb16ac9,K12.MA-A1-NQ-Q.A.02,in_progress,1125000,1125000,1,0,0,1
eae5d7f3-7c9e-49c1-b988-feb9cbb16ac9,K12.MA-A1-NQ-Q.A.01,in_progress,1125000,1125000,1,0,0,1
eae5d7f3-7c9e-49c1-b988-feb9cbb16ac9,K12.MA-A1-NQ-Q.A.03,in_progress,1125000,1125000,1,0,0,1
ef719e68-3537-4831-8f6e-322ab1a7f719,K12.MA-A1-NQ-Q.A.02,in_progress,298000,298000,1,0,0,1
ef719e68-3537-4831-8f6e-322ab1a7f719,K12.MA-A1-NQ-Q.A.03,in_progress,298000,298000,1,0,0,1
ef719e68-3537-4831-8f6e-322ab1a7f719,K12.MA-A1-NQ-Q.A.01,in_progress,298000,298000,1,0,0,1
